[34m[1mwandb[0m: [33mWARNING[0m Saving files without folders. If you want to preserve subdirectories pass base_path to wandb.save, i.e. wandb.save("/mnt/folder/file.h5", base_path="/mnt")
[2025-01-13 09:11:39,477] [INFO] [axolotl.callbacks.on_train_begin:812] [PID:3199316] [RANK:0] The Axolotl config has been saved to the WandB run under files.[39m
  0%|                                                                                                                                                                                                                                                                                                                                                                                   | 0/1140 [00:00<?, ?it/s]You're using a PreTrainedTokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
                                                                                                                                                                                                                                                                                                                                                                                                                 
{'loss': 1.5791, 'grad_norm': 0.7216723561286926, 'learning_rate': 2e-05, 'epoch': 0.01}
                                                                                                                                                                                                                                                                                                                                                                                                                 
[2025-01-13 09:11:40,815] [INFO] [accelerate.accelerator.gather_for_metrics:2509] [PID:3199316] The used dataset had no length, returning gathered tensors. You should drop the remainder yourself.
{'eval_loss': 1.9777501821517944, 'eval_runtime': 0.8382, 'eval_samples_per_second': 83.513, 'eval_steps_per_second': 10.737, 'epoch': 0.01}
[2025-01-13 09:11:41,072] [INFO] [axolotl.callbacks.on_step_end:128] [PID:3199316] [RANK:0] cuda memory usage while training: 2.424GB (+7.822GB cache, +0.978GB misc)[39m
{'loss': 1.7773, 'grad_norm': 0.8853756189346313, 'learning_rate': 4e-05, 'epoch': 0.02}
{'loss': 1.6688, 'grad_norm': 0.8026535511016846, 'learning_rate': 6e-05, 'epoch': 0.03}
{'loss': 1.6796, 'grad_norm': 0.7813017964363098, 'learning_rate': 8e-05, 'epoch': 0.04}
{'loss': 1.7114, 'grad_norm': 0.8352758884429932, 'learning_rate': 0.0001, 'epoch': 0.04}
{'loss': 1.624, 'grad_norm': 0.7458145618438721, 'learning_rate': 0.00012, 'epoch': 0.05}
{'loss': 1.6532, 'grad_norm': 0.6734344363212585, 'learning_rate': 0.00014, 'epoch': 0.06}
{'loss': 1.5676, 'grad_norm': 0.7256635427474976, 'learning_rate': 0.00016, 'epoch': 0.07}
{'loss': 1.4341, 'grad_norm': 0.737278163433075, 'learning_rate': 0.00018, 'epoch': 0.08}
{'loss': 1.4689, 'grad_norm': 0.9878561496734619, 'learning_rate': 0.0002, 'epoch': 0.09}
{'loss': 1.45, 'grad_norm': 1.0410147905349731, 'learning_rate': 0.00019999961353285128, 'epoch': 0.1}
{'loss': 1.4164, 'grad_norm': 1.0117130279541016, 'learning_rate': 0.00019999845413439226, 'epoch': 0.11}
{'loss': 1.4568, 'grad_norm': 0.7837457656860352, 'learning_rate': 0.00019999652181358434, 'epoch': 0.11}
{'loss': 1.3567, 'grad_norm': 0.6868359446525574, 'learning_rate': 0.00019999381658536306, 'epoch': 0.12}
{'loss': 1.382, 'grad_norm': 0.6264157295227051, 'learning_rate': 0.00019999033847063811, 'epoch': 0.13}
{'loss': 1.383, 'grad_norm': 0.566891610622406, 'learning_rate': 0.00019998608749629299, 'epoch': 0.14}
{'loss': 1.276, 'grad_norm': 0.5853350758552551, 'learning_rate': 0.00019998106369518493, 'epoch': 0.15}
{'loss': 1.3729, 'grad_norm': 0.5907926559448242, 'learning_rate': 0.00019997526710614463, 'epoch': 0.16}
{'loss': 1.3611, 'grad_norm': 0.6639079451560974, 'learning_rate': 0.0001999686977739759, 'epoch': 0.17}
{'loss': 1.2665, 'grad_norm': 0.7128207087516785, 'learning_rate': 0.00019996135574945544, 'epoch': 0.18}
{'loss': 1.2134, 'grad_norm': 0.5481676459312439, 'learning_rate': 0.00019995324108933212, 'epoch': 0.18}
{'loss': 1.2578, 'grad_norm': 0.6012395024299622, 'learning_rate': 0.00019994435385632707, 'epoch': 0.19}
{'loss': 1.2142, 'grad_norm': 0.6784038543701172, 'learning_rate': 0.00019993469411913272, 'epoch': 0.2}
{'loss': 1.2802, 'grad_norm': 0.6062638163566589, 'learning_rate': 0.00019992426195241249, 'epoch': 0.21}
{'loss': 1.2513, 'grad_norm': 0.6422112584114075, 'learning_rate': 0.00019991305743680013, 'epoch': 0.22}
